exposure_type,account_number,entity_code,entity_name,account_status,account_balance,product_code,product_subcode,cost_center,days_delinquent,days_delinquent_bucket,npl_flag,date_opened
Loan,8887822daa5844f9f6aa8174f6f85b00,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,01,73c6718ec5738fde91bacf0f75d93b5b,0,0,false,2000-03-11
Loan,7961e8c85e4137b2b45365a1e20ee697,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,03,73c6718ec5738fde91bacf0f75d93b5b,0,0,false,2008-05-04
Current Account,b45d332c4f41087c63416bceedf49b62,513b350385fb187b2de5afa4650cdf85,Legal Entity E,Open,0,CA,03,75a1137c776c8c49ccbef6e808e2cf61,0,0,false,2015-05-11
Current Account,c0ca6a33a47452b954b4112fecc9f5d8,513b350385fb187b2de5afa4650cdf85,Legal Entity E,Closed,0,CA,02,75a1137c776c8c49ccbef6e808e2cf61,0,0,false,2009-09-28
Current Account,cb5654e7f237ac4d29e6aab2edf5a29c,513b350385fb187b2de5afa4650cdf85,Legal Entity E,Closed,0,CA,03,75a1137c776c8c49ccbef6e808e2cf61,0,0,false,2015-01-31
Loan,e99950f384e49e78a0b8b64fd4e48f22,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2019-05-27
Loan,d2e2f38e67a1eee63c4b8f2be7722d39,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2009-12-29
Loan,f526b054f5532ceb40aa19a3559c8ad5,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2016-07-22
Loan,91f8a1f05538573f60e7c6b1bc996126,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2015-10-29
Loan,f3a39daab9537b00a5e41fee96c95ee8,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2010-11-22
Loan,a1189b5c3b1cb0ec567f9fb28a28e8e9,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2013-03-23
Loan,2dad4df0d34b1905bd3c0dd0c6fc3bb5,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2012-12-10
Loan,f374792ec93e781ae6a42ea445575973,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2012-02-18
Loan,82d7f0248ff23b49d26e32e486727883,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2015-07-30
Loan,31c39ebb2202d1458086102bccf7c168,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2014-12-20
Loan,e35d9660b939217ee0a4189a272ebed0,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2014-11-01
Loan,eb94c8a627fe6b866cf5ba40e18d2e1a,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2010-02-10
Loan,345cf88133431abeeb9187145b6da56d,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2013-06-10
Loan,e6c4a79e9ad56db7fe8fac2c3f574d98,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2012-08-19
Loan,c82407f0583ebc60de4e0731918ee833,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2014-09-08
Loan,b019925d61fb35d1734bf4e74e661680,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2016-10-10
Loan,d8f1eacbd011b94829b55afd2b9fbe88,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2011-04-08
Loan,5efcfadbf57d16e26e2714bf4f1d0bf1,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2017-03-14
Loan,fa613f5d3f416364492df99f55a1585e,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2015-02-11
Loan,0fb3fc4899b03ebb6b04992c89a56737,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2020-06-08
Loan,24587764bd902402f2e64b8120b6dce6,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2015-02-16
Loan,f7bdcc8c0deb00d14bce364982582f3c,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2016-05-16
Loan,21bcd9d9b8257f50c3420e13123800f8,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2018-07-28
Loan,76b8ec30f7bb4a751553cebd6a81275b,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2012-06-07
Loan,5b97d128376344b116fb433a94299dea,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2010-07-26
Loan,99d6d1e95b6f23c52f0c94072606cf9b,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2017-11-10
Loan,03f5b99f62243da9b9e0cfdd7104f755,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2006-04-18
Loan,564861bfaf08414c7accd71b746093e4,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2014-04-04
Loan,f23b8e4c0eef75cc7c8e68ea08117841,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2018-03-15
Loan,5cbfa8f49d2c4096f8c18dab4c6e3ec3,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2009-11-28
Loan,c19c52a6da6e22ec6d903b27e659daa2,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2018-05-12
Loan,f6d7c67f47f71d46fe540d60b254d302,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2019-12-10
Loan,56aa7264bcb899c6bd9a6695504cc245,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2018-10-09
Loan,75082169c2c7e007d263fd08b2dbb3b3,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2010-09-10
Loan,451a6bb46e06fa94f51cca381d159ef4,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2019-04-22
Loan,f9facc910f958a23c3c9f2b6ff653de1,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2015-10-21
Loan,4535d9b48016e912c3440253435a6606,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2016-03-12
Loan,5ae02faa41bb6c2110e9ddc7c6d85e2e,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2017-07-06
Loan,9b97f7861c162bf784b299be542d3590,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2008-11-08
Loan,fca10e6f7de65800d2e1706e27812478,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2017-01-31
Loan,caf84dfef44361a9a8e115d471607aa1,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2017-11-28
Loan,9b6ec725626a3ef23cbcfb054dcdb723,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2009-02-26
Loan,86097be77248a69e6ea6efc789d24aae,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2014-11-29
Loan,42f6d7f2775ebdb7b13d4bd6d386d415,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2009-09-15
Loan,732b616a62824cafc0db5ad15adadc96,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2012-05-02
Loan,04b9380faa6b8706e4290670480715b5,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2013-04-20
Loan,b570888c5a1e8209163f2ae9d1146ce5,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2011-01-12
Loan,50284bca9269c71337bdef70558a23c7,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2012-02-10
Loan,c49eb9adb874cbb694f95b2029dbd440,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2016-01-31
Loan,333c52ae28d3a39ee4cdfef7dad0a459,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2015-09-30
Loan,d700e8a1b0676f4dd9e120704a6462fe,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2015-10-14
Loan,4b7eb90438a78c46197c807e176353db,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2010-05-10
Loan,f22fe7bd40c0e7c31aa5838ce9e10538,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2016-04-24
Loan,813a5f8e802fa1f9d44ec75f248a405e,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2016-09-07
Loan,6b8defc91dadd3ff65c908b6c814a383,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2013-12-02
Loan,af6c8649b97e12f066c858bd66660e41,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2012-08-13
Loan,42ae7989c90e03d2e860d928a463cbef,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2018-11-24
Loan,faa56e1b6e2f7fbf53b3194325932a92,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2017-11-21
Loan,80aff41b08faf81d6c9304c15b9e83da,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2018-03-06
Loan,97fb69f0c3d7fbe91620680019eff662,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2018-08-03
Loan,231a9f75e48d0fdbf0e2bd457af94f0a,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2012-01-19
Loan,f42c54036084643183d00eac84b785b4,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2016-01-11
Loan,4480fdbb5eeb7a2086cd8abffee17214,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2016-01-19
Loan,8c85c1e168f545ed6deafce52fe8f87d,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2018-12-10
Loan,2162b09d3fbbe57b6c84e3767dbd3625,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2013-08-19
Loan,7de8404e02efb240a447ff1cba64e496,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2018-04-07
Loan,6cf110c65bd56ce2777651f39a09b76c,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2014-08-04
Loan,5b4a25b2e45354f7eb059a9e07438474,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2007-12-08
Loan,4056977b651d221ad9127e42f2e13ed7,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2011-02-09
Loan,03e3d548db5003d65ef8893e9b9242ab,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2015-12-09
Loan,e1e123c7cca926fadbc057b1e5f8757e,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2009-02-25
Loan,e868bede51e3c9dcdef725158097906c,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2009-09-14
Loan,f91491861292d9d05a78e0b39b725faa,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2017-12-13
Loan,de7371867f7e0319683f6627653a547f,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2011-01-29
Loan,cb5dd80f26d5c431b6fcc2120dba11f6,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2015-06-15
Loan,bb78179d347b52dda530c291747e1964,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2019-08-01
Loan,f7c6526931e5db7cd531e0bc43824f8b,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2010-09-11
Loan,f9f2149e990bbd1991b982049b14c119,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2009-05-07
Loan,c99f02c292e3ccc77576ab526036e127,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2018-05-28
Loan,a9f6f8f05fe9b2d21c0cbefa6acd3ffa,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2016-08-05
Loan,01ae6196b0678a215c72f918225e1fb5,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2016-12-09
Loan,7bfcd3742ad3f02c83a42e4fde26efac,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2012-07-28
Loan,2aabf66289d49750e7a8b26460331334,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2019-08-20
Loan,bc1d6330c4ebed36015ee4929eeb5e0d,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2018-05-22
Loan,6f146abf910d091d217c15304bc9fb8a,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2018-12-16
Loan,38ed72cae5edcfc542faa23b079aa724,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2015-06-10
Loan,44ea4e313bc8d3ca0825b5c3d77d5546,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2018-07-16
Loan,34e0537e7553f2c43f66ffe6f3180c65,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2016-06-05
Loan,f0f7c3e97bd361cb8fefe66e291317e7,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2009-06-16
Loan,cedf7c7ac7cb0664b227fcf11752fc1d,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2015-04-11
Loan,2fe4f5f4266bfaaa92163250726e0788,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2015-12-19
Loan,418d45ccbd6c543bc96c4eca5df3d9e6,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2018-03-02
Loan,077957b76261d9725696c0d48ac79780,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2016-04-20
Loan,99394d49fd52f03cc14196f8d0f79bfc,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2016-07-21
Loan,1ffdd428eb61894bf0484eaf777a4758,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2012-01-23
Loan,4ff87bd2c8b71fe60bbf88918b0422f3,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2014-06-25
Loan,ce41beee576d1b689187f31cae8d4e75,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2019-01-11
Loan,fc6b8dea29c80da659910da3658ce1cc,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2011-02-04
Loan,35b06e023187870ab7036bb29f9bf98c,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2012-11-29
Loan,65a7112d14dbb60cdef3d95e37958266,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2014-08-18
Loan,27240ac0c098bf55ce1a5e49a2c9c7d3,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2013-06-10
Loan,9198a66517ece7310ce9687419cf9697,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2010-08-06
Loan,eefcfd7fffc0c844504f1778849bf7f9,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2016-05-11
Loan,b16dd18a2c803ee3f1e383bcac78d160,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2016-12-02
Loan,e773b2aaea24befd991d7922bbb9ef55,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2011-07-27
Loan,ccc740adf1638be133105fbe07c85388,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2015-01-04
Loan,fd59c69631829d3b311566d46564fbab,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2018-08-25
Loan,86d07037a6d9b16ecd25e8508dba91b3,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2014-03-22
Loan,9e66c186280e27a54a8c691655a61e97,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2009-09-21
Loan,1dc34534255ac5837ab3a5bf16849e34,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2018-05-13
Loan,baa2d178b3e2789c530e8fe31f221be1,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2018-11-13
Loan,fe9b1b9c48259beff835431c106653eb,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2014-07-26
Loan,7b28fe14e81e185b1d6016d34ada9453,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2010-02-13
Loan,a8c087878ad01d806c6d1474fc4feb71,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2008-10-30
Loan,459024f4ca93a06ee44109b23b7fb9bf,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2016-03-30
Loan,2c3fe1d110f6000ecf70b397e8c81030,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2011-12-19
Loan,6a47bdc477712d3109309b1cfa997bd1,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2018-11-16
Loan,133d473a1f7444aa20166bc07a69ae37,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2014-06-16
Loan,23f53622bc2932037a76f2023c8716e2,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2007-01-01
Loan,a58ad61f8a795827f9a4bd3e93acc4c7,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2017-07-18
Loan,4a27fa9e5bdb83e8ee24b68dc66bd160,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2012-08-14
Loan,e7baa28f6f3b31f1b1be9299e7de7b06,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2015-11-15
Loan,86741b29253c60faf9fe40b154b15279,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2018-11-30
Loan,917583dfa3a0f92a507af4207dfd968d,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,01,76859228f68da87240e1212e87a235be,0,0,false,2015-11-16
Loan,c13621f2964d56510044933e2dad4bd7,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2015-08-07
Loan,92ab3f7853b41a24ea1c5d1749e698d7,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2014-11-26
Loan,1ffbb6cb9f74906b9fad1141ece8fa7a,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,10000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2018-11-06
Loan,98c898261d286cc69f50d5d07915d9c2,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,265000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2013-03-10
Loan,595686d43b416424200d7f8553f68bb1,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,101000,LOAN,02,76859228f68da87240e1212e87a235be,0,0,false,2020-07-29
Loan,e4872d31807836c5e5481b3d85b5d6a0,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,290000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2018-02-10
Loan,4ffac5bafd65e845ef6d8581c65d382a,b03b5afa72f7c8aaff4495ccdd3baa40,Legal Entity F,Open,800000,LOAN,03,76859228f68da87240e1212e87a235be,0,0,false,2016-09-08
